,gene1,gene2,result
529,G:HGNC:4857,G:HGNC:26033,"Meta path:['GTG'], rank is 60 and total rank is 360"
530,G:HGNC:14638,G:HGNC:25784,"Meta path:['GTG'], rank is 143 and total rank is 367"
531,G:HGNC:29585,G:HGNC:24200,"Meta path:['GTG'], rank is 1 and total rank is 138"
532,G:HGNC:30025,G:HGNC:20186,"Meta path:['GMDMG'], rank is 1971 and total rank is 2888"
533,G:HGNC:10488,G:HGNC:18068,"Meta path:['GTG'], rank is 285 and total rank is 457"
534,G:HGNC:3563,G:HGNC:9951,"Meta path:['GTG'], rank is 265 and total rank is 400"
535,G:HGNC:7517,G:HGNC:1370,"Meta path:['GTG'], rank is 35 and total rank is 224"
536,G:HGNC:20815,G:HGNC:11614,"Meta path:['GTG'], rank is 200 and total rank is 492"
537,G:HGNC:32023,G:HGNC:32532,"Meta path:['GTG'], rank is 13 and total rank is 153"
538,G:HGNC:773,G:HGNC:31729,"Meta path:['GTG'], rank is 21 and total rank is 177"
539,G:HGNC:6272,G:HGNC:34517,"Meta path:['GTG'], rank is 243 and total rank is 413"
540,G:HGNC:21384,G:HGNC:19745,"Meta path:['GTG'], rank is 18 and total rank is 191"
541,G:HGNC:29522,G:HGNC:15840,"Meta path:['GTG'], rank is 314 and total rank is 490"
542,G:HGNC:16247,G:HGNC:32979,"Meta path:['GMDpDMG'], rank is 431 and total rank is 4173"
543,G:HGNC:26040,G:HGNC:18519,"Meta path:['GMDpDMG'], rank is 1120 and total rank is 4111"
544,G:HGNC:16990,G:HGNC:29529,"Meta path:['GMG'], rank is 1255 and total rank is 1524"
545,G:HGNC:24098,G:HGNC:34311,"Meta path:['GTG'], rank is 163 and total rank is 392"
546,G:HGNC:37233,G:HGNC:11742,"Meta path:['GTG'], rank is 591 and total rank is 692"
547,G:HGNC:18381,G:HGNC:14964,"Meta path:['GTG'], rank is 75 and total rank is 314"
548,G:HGNC:12028,G:HGNC:25826,"Meta path:['GMG'], rank is 712 and total rank is 990"
549,G:HGNC:25571,G:HGNC:25620,"Meta path:['GMDMG'], rank is 3037 and total rank is 3997"
550,G:HGNC:38,G:HGNC:328,"Meta path:['GMG'], rank is 5 and total rank is 206"
551,G:HGNC:29292,G:HGNC:14672,"Meta path:['GMDMG'], rank is 639 and total rank is 2766"
552,G:HGNC:25513,G:HGNC:16469,"Meta path:['GMG'], rank is 1155 and total rank is 1245"
553,G:HGNC:29158,G:HGNC:17623,"Meta path:['GMDMG'], rank is 4 and total rank is 2344"
554,G:HGNC:9075,G:HGNC:12453,"Meta path:['GTG'], rank is 399 and total rank is 529"
555,G:HGNC:37286,G:HGNC:21445,"Meta path:['GMDMG'], rank is 474 and total rank is 2329"
556,G:HGNC:24912,G:HGNC:19164,"Meta path:['GTG'], rank is 67 and total rank is 353"
557,G:HGNC:16804,G:HGNC:25821,"Meta path:['GTG'], rank is 316 and total rank is 580"
558,G:HGNC:25782,G:HGNC:25761,"Meta path:['GTG'], rank is 188 and total rank is 396"
559,G:HGNC:30129,G:HGNC:23846,"Meta path:['GTG'], rank is 184 and total rank is 447"
560,G:HGNC:9768,G:HGNC:3003,"Meta path:['GMG'], rank is 4 and total rank is 205"
561,G:HGNC:29598,G:HGNC:21475,"Meta path:['GTG'], rank is 33 and total rank is 321"
562,G:HGNC:4846,G:HGNC:5112,"Meta path:['GMDMG'], rank is 3195 and total rank is 4305"
563,G:HGNC:35391,G:HGNC:31649,"Meta path:['GTG'], rank is 32 and total rank is 200"
564,G:HGNC:20810,G:HGNC:29797,"Meta path:['GTG'], rank is 205 and total rank is 389"
565,G:HGNC:16692,G:HGNC:682,"Meta path:['GTG'], rank is 502 and total rank is 569"
566,G:HGNC:5998,G:HGNC:16643,"Meta path:['GTG'], rank is 171 and total rank is 368"
567,G:HGNC:17897,G:HGNC:15487,"Meta path:['GMDpDMG'], rank is 838 and total rank is 4045"
568,G:HGNC:28598,G:HGNC:2475,"Meta path:['GTG'], rank is 216 and total rank is 488"
569,G:HGNC:33206,G:HGNC:5716,"Meta path:['GTG'], rank is 216 and total rank is 388"
570,G:HGNC:14479,G:HGNC:1471,"Meta path:['GMDMG'], rank is 618 and total rank is 2865"
571,G:HGNC:15898,G:HGNC:25522,"Meta path:['GTG'], rank is 143 and total rank is 428"
572,G:HGNC:28336,G:HGNC:6990,"Meta path:['GTG'], rank is 430 and total rank is 624"
573,G:HGNC:11304,G:HGNC:33112,"Meta path:['GMDMG'], rank is 625 and total rank is 3091"
574,G:HGNC:14522,G:HGNC:27260,"Meta path:['GMDMG'], rank is 2337 and total rank is 2981"
575,G:HGNC:6460,G:HGNC:12731,"Meta path:['GTG'], rank is 193 and total rank is 514"
576,G:HGNC:19899,G:HGNC:18071,"Meta path:['GTG'], rank is 199 and total rank is 433"
577,G:HGNC:11929,G:HGNC:7321,"Meta path:['GMDMG'], rank is 453 and total rank is 1887"
578,G:HGNC:26351,G:HGNC:25864,"Meta path:['GTG'], rank is 29 and total rank is 255"
579,G:HGNC:9606,G:HGNC:25507,"Meta path:['GTG'], rank is 324 and total rank is 436"
580,G:HGNC:5293,G:HGNC:31972,"Meta path:['GTG'], rank is 402 and total rank is 508"
581,G:HGNC:25356,G:HGNC:26267,"Meta path:['GDpDpDG'], rank is 2455 and total rank is 5735"
582,G:HGNC:29353,G:HGNC:8104,"Meta path:['GMG'], rank is 409 and total rank is 714"
583,G:HGNC:5343,G:HGNC:5301,"Meta path:['GTG'], rank is 209 and total rank is 406"
584,G:HGNC:6187,G:HGNC:13606,"Meta path:['GTG'], rank is 201 and total rank is 402"
585,G:HGNC:22209,G:HGNC:16,"Meta path:['GMDMG'], rank is 821 and total rank is 2512"
586,G:HGNC:8568,G:HGNC:11034,"Meta path:['GTG'], rank is 432 and total rank is 540"
587,G:HGNC:6692,G:HGNC:28038,"Meta path:['GTG'], rank is 482 and total rank is 658"
588,G:HGNC:20173,G:HGNC:27717,"Meta path:['GTG'], rank is 104 and total rank is 399"
589,G:HGNC:11173,G:HGNC:30941,"Meta path:['GTG'], rank is 459 and total rank is 567"
590,G:HGNC:9988,G:HGNC:17333,"Meta path:['GTG'], rank is 77 and total rank is 316"
591,G:HGNC:15909,G:HGNC:9245,"Meta path:['GTG'], rank is 117 and total rank is 345"
592,G:HGNC:28255,G:HGNC:17590,"Meta path:['GMDMG'], rank is 2426 and total rank is 3506"
593,G:HGNC:34308,G:HGNC:26775,"Meta path:['GTG'], rank is 104 and total rank is 357"
594,G:HGNC:11404,G:HGNC:3231,"Meta path:['GTG'], rank is 359 and total rank is 501"
595,G:HGNC:9467,G:HGNC:17941,"Meta path:['GTG'], rank is 86 and total rank is 300"
596,G:HGNC:4932,G:HGNC:2230,"Meta path:['GTG'], rank is 213 and total rank is 468"
597,G:HGNC:26167,G:HGNC:8727,"Meta path:['GMDMG'], rank is 1363 and total rank is 2575"
598,G:HGNC:612,G:HGNC:16988,"Meta path:['GTG'], rank is 205 and total rank is 469"
599,G:HGNC:14034,G:HGNC:16387,"Meta path:['GMDpDMG'], rank is 218 and total rank is 3897"
600,G:HGNC:1631,G:HGNC:5301,"Meta path:['GTG'], rank is 65 and total rank is 401"
601,G:HGNC:23383,G:HGNC:28977,"Meta path:['GTG'], rank is 334 and total rank is 487"
602,G:HGNC:7007,G:HGNC:25428,"Meta path:['GMG'], rank is 306 and total rank is 561"
603,G:HGNC:20606,G:HGNC:16475,"Meta path:['GTG'], rank is 127 and total rank is 316"
604,G:HGNC:25137,G:HGNC:971,"Meta path:['GMDMG'], rank is 71 and total rank is 1692"
605,G:HGNC:29929,G:HGNC:1786,"Meta path:['GTG'], rank is 284 and total rank is 516"
606,G:HGNC:15897,G:HGNC:15136,"Meta path:['GTG'], rank is 60 and total rank is 240"
607,G:HGNC:23244,G:HGNC:45,"Meta path:['GTG'], rank is 315 and total rank is 560"
608,G:HGNC:6332,G:HGNC:13388,"Meta path:['GTG'], rank is 187 and total rank is 387"
609,G:HGNC:372,G:HGNC:18278,"Meta path:['GMG'], rank is 879 and total rank is 985"
610,G:HGNC:4730,G:HGNC:11022,"Meta path:['GTG'], rank is 122 and total rank is 345"
611,G:HGNC:18054,G:HGNC:25883,"Meta path:['GTG'], rank is 258 and total rank is 428"
612,G:HGNC:21076,G:HGNC:5996,"Meta path:['GTG'], rank is 140 and total rank is 434"
613,G:HGNC:26038,G:HGNC:25002,"Meta path:['GMDpDMG'], rank is 2204 and total rank is 5435"
614,G:HGNC:19616,G:HGNC:1696,"Meta path:['GTG'], rank is 92 and total rank is 321"
615,G:HGNC:18015,G:HGNC:16380,"Meta path:['GMG'], rank is 386 and total rank is 666"
616,G:HGNC:12556,G:HGNC:34004,"Meta path:['GMG'], rank is 34 and total rank is 426"
617,G:HGNC:1585,G:HGNC:37265,"Meta path:['GTG'], rank is 296 and total rank is 470"
618,G:HGNC:4243,G:HGNC:668,"Meta path:['GTG'], rank is 394 and total rank is 587"
619,G:HGNC:2244,G:HGNC:28816,"Meta path:['GTG'], rank is 86 and total rank is 292"
620,G:HGNC:2981,G:HGNC:12463,"Meta path:['GMDMG', 'GMDpDMG'], rank is 233 and total rank is 12872"
621,G:HGNC:28672,G:HGNC:25467,"Meta path:['GTG'], rank is 111 and total rank is 344"
622,G:HGNC:28843,G:HGNC:44450,"Meta path:['GTG'], rank is 88 and total rank is 330"
623,G:HGNC:4235,G:HGNC:864,"Meta path:['GTG'], rank is 113 and total rank is 400"
624,G:HGNC:6008,G:HGNC:28529,"Meta path:['GTG'], rank is 253 and total rank is 406"
625,G:HGNC:9957,G:HGNC:8850,"Meta path:['GTG'], rank is 432 and total rank is 522"
626,G:HGNC:33724,G:HGNC:23088,"Meta path:['GTG'], rank is 66 and total rank is 254"
627,G:HGNC:4019,G:HGNC:492,"Meta path:['GTG'], rank is 254 and total rank is 462"
628,G:HGNC:14995,G:HGNC:1395,"Meta path:['GTG'], rank is 124 and total rank is 390"
629,G:HGNC:18127,G:HGNC:25031,"Meta path:['GMG'], rank is 2 and total rank is 225"
630,G:HGNC:15984,G:HGNC:15807,"Meta path:['GTG'], rank is 150 and total rank is 539"
631,G:HGNC:2563,G:HGNC:18173,"Meta path:['GTG'], rank is 316 and total rank is 450"
632,G:HGNC:13539,G:HGNC:24150,"Meta path:['GMG'], rank is 1168 and total rank is 1262"
633,G:HGNC:32387,G:HGNC:28593,"Meta path:['GMG'], rank is 1507 and total rank is 1584"
634,G:HGNC:35,G:HGNC:37229,"Meta path:['GMG'], rank is 1 and total rank is 137"
635,G:HGNC:24101,G:HGNC:843,"Meta path:['GMDMG'], rank is 382 and total rank is 3411"
636,G:HGNC:30347,G:HGNC:25786,"Meta path:['GMDMG'], rank is 2798 and total rank is 3814"
637,G:HGNC:7111,G:HGNC:24415,"Meta path:['GMDMG'], rank is 4313 and total rank is 4826"
638,G:HGNC:15846,G:HGNC:10371,"Meta path:['GTG'], rank is 212 and total rank is 525"
639,G:HGNC:28292,G:HGNC:1941,"Meta path:['GTG'], rank is 108 and total rank is 411"
640,G:HGNC:5996,G:HGNC:20811,"Meta path:['GTG'], rank is 291 and total rank is 461"
641,G:HGNC:29167,G:HGNC:30384,"Meta path:['GTG'], rank is 36 and total rank is 283"
642,G:HGNC:2557,G:HGNC:10348,"Meta path:['GTG'], rank is 169 and total rank is 450"
643,G:HGNC:34294,G:HGNC:11301,"Meta path:['GTG'], rank is 248 and total rank is 450"
644,G:HGNC:11071,G:HGNC:10824,"Meta path:['GTG'], rank is 419 and total rank is 635"
645,G:HGNC:37157,G:HGNC:24537,"Meta path:['GTG'], rank is 351 and total rank is 492"
646,G:HGNC:20596,G:HGNC:18309,"Meta path:['GMDMG'], rank is 742 and total rank is 2561"
647,G:HGNC:697,G:HGNC:1008,"Meta path:['GTG'], rank is 195 and total rank is 382"
648,G:HGNC:28301,G:HGNC:2536,"Meta path:['GTG'], rank is 157 and total rank is 370"
649,G:HGNC:2664,G:HGNC:31859,"Meta path:['GMDMG'], rank is 1878 and total rank is 2797"
650,G:HGNC:4913,G:HGNC:990,"Meta path:['GTG'], rank is 316 and total rank is 947"
651,G:HGNC:15508,G:HGNC:16264,"Meta path:['GTG'], rank is 58 and total rank is 373"
652,G:HGNC:21624,G:HGNC:18066,"Meta path:['GMG'], rank is 2 and total rank is 165"
653,G:HGNC:9408,G:HGNC:23925,"Meta path:['GTG'], rank is 77 and total rank is 391"
654,G:HGNC:30832,G:HGNC:16137,"Meta path:['GMDpDMG'], rank is 413 and total rank is 4596"
655,G:HGNC:21014,G:HGNC:25440,"Meta path:['GTG'], rank is 95 and total rank is 384"
656,G:HGNC:15847,G:HGNC:14446,"Meta path:['GTG'], rank is 97 and total rank is 399"
657,G:HGNC:16816,G:HGNC:5227,"Meta path:['GTG'], rank is 196 and total rank is 450"
658,G:HGNC:29856,G:HGNC:13276,"Meta path:['GMDpDMG'], rank is 1223 and total rank is 4217"
659,G:HGNC:17621,G:HGNC:7393,"Meta path:['GTG'], rank is 28 and total rank is 420"
660,G:HGNC:20696,G:HGNC:25284,"Meta path:['GMDMG'], rank is 1 and total rank is 1461"
661,G:HGNC:26439,G:HGNC:15943,"Meta path:['GTG'], rank is 256 and total rank is 415"
662,G:HGNC:14455,G:HGNC:20507,"Meta path:['GTG'], rank is 8 and total rank is 272"
663,G:HGNC:29789,G:HGNC:4075,"Meta path:['GTG'], rank is 304 and total rank is 429"
664,G:HGNC:3954,G:HGNC:28458,"Meta path:['GTG'], rank is 33 and total rank is 292"
665,G:HGNC:17357,G:HGNC:13431,"Meta path:['GTG'], rank is 155 and total rank is 479"
666,G:HGNC:6206,G:HGNC:171,"Meta path:['GMG'], rank is 314 and total rank is 655"
667,G:HGNC:19042,G:HGNC:25106,"Meta path:['GMG'], rank is 1338 and total rank is 1420"
668,G:HGNC:26076,G:HGNC:24073,"Meta path:['GMDMG'], rank is 1484 and total rank is 2299"
669,G:HGNC:17916,G:HGNC:20846,"Meta path:['GTG'], rank is 186 and total rank is 366"
670,G:HGNC:15468,G:HGNC:3762,"Meta path:['GTG'], rank is 366 and total rank is 485"
671,G:HGNC:2211,G:HGNC:40,"Meta path:['GTG'], rank is 244 and total rank is 487"
672,G:HGNC:33480,G:HGNC:4273,"Meta path:['GMDMG'], rank is 3528 and total rank is 4113"
673,G:HGNC:28409,G:HGNC:27321,"Meta path:['GTG'], rank is 69 and total rank is 280"
674,G:HGNC:390,G:HGNC:10697,"Meta path:['GTG'], rank is 114 and total rank is 486"
675,G:HGNC:9508,G:HGNC:29171,"Meta path:['GTG'], rank is 665 and total rank is 714"
676,G:HGNC:28321,G:HGNC:2201,"Meta path:['GMG'], rank is 29 and total rank is 330"
677,G:HGNC:4913,G:HGNC:6336,"Meta path:['GTG'], rank is 437 and total rank is 538"
678,G:HGNC:20994,G:HGNC:18760,"Meta path:['GMDMG'], rank is 2001 and total rank is 2641"
679,G:HGNC:25052,G:HGNC:15470,"Meta path:['GTG'], rank is 93 and total rank is 336"
680,G:HGNC:44,G:HGNC:29547,"Meta path:['GTG'], rank is 247 and total rank is 411"
681,G:HGNC:6906,G:HGNC:26868,"Meta path:['GTG'], rank is 130 and total rank is 364"
682,G:HGNC:2458,G:HGNC:20260,"Meta path:['GTG'], rank is 233 and total rank is 461"
683,G:HGNC:3670,G:HGNC:28594,"Meta path:['GTG'], rank is 366 and total rank is 500"
684,G:HGNC:11534,G:HGNC:27295,"Meta path:['GTG'], rank is 154 and total rank is 375"
685,G:HGNC:29786,G:HGNC:6888,"Meta path:['GMDMG'], rank is 2528 and total rank is 3616"
686,G:HGNC:19579,G:HGNC:6373,"Meta path:['GTG'], rank is 38 and total rank is 300"
687,G:HGNC:20418,G:HGNC:12739,"Meta path:['GTG'], rank is 76 and total rank is 442"
688,G:HGNC:20951,G:HGNC:18713,"Meta path:['GMG'], rank is 791 and total rank is 960"
689,G:HGNC:32166,G:HGNC:12925,"Meta path:['GTG'], rank is 20 and total rank is 357"
690,G:HGNC:33093,G:HGNC:33032,"Meta path:['GTG'], rank is 1 and total rank is 92"
691,G:HGNC:25649,G:HGNC:25907,"Meta path:['GTG'], rank is 125 and total rank is 436"
692,G:HGNC:12719,G:HGNC:25524,"Meta path:['GTG'], rank is 142 and total rank is 483"
693,G:HGNC:11357,G:HGNC:30829,"Meta path:['GTG'], rank is 230 and total rank is 397"
694,G:HGNC:26440,G:HGNC:24318,"Meta path:['GTG'], rank is 7 and total rank is 117"
695,G:HGNC:23647,G:HGNC:23090,"Meta path:['GTG'], rank is 80 and total rank is 392"
696,G:HGNC:20647,G:HGNC:7871,"Meta path:['GTG'], rank is 80 and total rank is 540"
697,G:HGNC:29646,G:HGNC:25355,"Meta path:['GTG'], rank is 25 and total rank is 352"
698,G:HGNC:30064,G:HGNC:10289,"Meta path:['GTG'], rank is 289 and total rank is 533"
699,G:HGNC:25110,G:HGNC:9485,"Meta path:['GTG'], rank is 55 and total rank is 391"
700,G:HGNC:28994,G:HGNC:9766,"Meta path:['GMG'], rank is 1354 and total rank is 1421"
701,G:HGNC:27797,G:HGNC:13114,"Meta path:['GMDMG'], rank is 2631 and total rank is 3553"
702,G:HGNC:11585,G:HGNC:30712,"Meta path:['GMDMG'], rank is 2646 and total rank is 3389"
703,G:HGNC:20995,G:HGNC:24577,"Meta path:['GTG'], rank is 152 and total rank is 386"
704,G:HGNC:5975,G:HGNC:21718,"Meta path:['GTG'], rank is 106 and total rank is 341"
705,G:HGNC:10883,G:HGNC:28461,"Meta path:['GTG'], rank is 58 and total rank is 462"
706,G:HGNC:1070,G:HGNC:24540,"Meta path:['GMG'], rank is 967 and total rank is 1205"
707,G:HGNC:30497,G:HGNC:18672,"Meta path:['GTG'], rank is 168 and total rank is 549"
708,G:HGNC:5318,G:HGNC:20607,"Meta path:['GTG'], rank is 321 and total rank is 482"
709,G:HGNC:17847,G:HGNC:25471,"Meta path:['GTG'], rank is 193 and total rank is 520"
710,G:HGNC:28837,G:HGNC:33717,"Meta path:['GTG'], rank is 43 and total rank is 288"
711,G:HGNC:23518,G:HGNC:16160,"Meta path:['GTG'], rank is 69 and total rank is 394"
712,G:HGNC:23096,G:HGNC:15801,"Meta path:['GTG'], rank is 56 and total rank is 297"
713,G:HGNC:20625,G:HGNC:17074,"Meta path:['GTG'], rank is 76 and total rank is 424"
714,G:HGNC:2928,G:HGNC:31046,"Meta path:['GTG'], rank is 296 and total rank is 431"
715,G:HGNC:31042,G:HGNC:5409,"Meta path:['GMDMG'], rank is 2082 and total rank is 3663"
716,G:HGNC:7400,G:HGNC:23181,"Meta path:['GTG'], rank is 152 and total rank is 372"
717,G:HGNC:601,G:HGNC:10992,"Meta path:['GTG'], rank is 369 and total rank is 562"
718,G:HGNC:21073,G:HGNC:13262,"Meta path:['GTG'], rank is 123 and total rank is 372"
719,G:HGNC:338,G:HGNC:21347,"Meta path:['GMG'], rank is 756 and total rank is 926"
720,G:HGNC:29,G:HGNC:26801,"Meta path:['GTG'], rank is 398 and total rank is 507"
721,G:HGNC:18572,G:HGNC:23046,"Meta path:['GMDpDMG'], rank is 171 and total rank is 3848"
722,G:HGNC:24869,G:HGNC:1366,"Meta path:['GTG'], rank is 203 and total rank is 392"
723,G:HGNC:8769,G:HGNC:19750,"Meta path:['GMDMG'], rank is 1368 and total rank is 2454"
724,G:HGNC:19184,G:HGNC:15878,"Meta path:['GTG'], rank is 94 and total rank is 326"
725,G:HGNC:25907,G:HGNC:9847,"Meta path:['GTG'], rank is 92 and total rank is 438"
726,G:HGNC:14347,G:HGNC:13030,"Meta path:['GTG'], rank is 237 and total rank is 566"
727,G:HGNC:18250,G:HGNC:9954,"Meta path:['GTG'], rank is 266 and total rank is 547"
728,G:HGNC:11304,G:HGNC:18424,"Meta path:['GTG'], rank is 177 and total rank is 449"
729,G:HGNC:11292,G:HGNC:24497,"Meta path:['GTG'], rank is 350 and total rank is 468"
730,G:HGNC:26517,G:HGNC:11928,"Meta path:['GMDMG'], rank is 784 and total rank is 2225"
731,G:HGNC:17586,G:HGNC:2289,"Meta path:['GTG'], rank is 46 and total rank is 281"
732,G:HGNC:2367,G:HGNC:9583,"Meta path:['GTG'], rank is 297 and total rank is 443"
733,G:HGNC:15480,G:HGNC:15833,"Meta path:['GTG'], rank is 78 and total rank is 300"
734,G:HGNC:31993,G:HGNC:6720,"Meta path:['GTG'], rank is 442 and total rank is 541"
735,G:HGNC:2714,G:HGNC:10372,"Meta path:['GTG'], rank is 137 and total rank is 388"
736,G:HGNC:6694,G:HGNC:20442,"Meta path:['GMDMG'], rank is 2071 and total rank is 2979"
737,G:HGNC:1949,G:HGNC:2255,"Meta path:['GTG'], rank is 72 and total rank is 281"
738,G:HGNC:15989,G:HGNC:28520,"Meta path:['GMG'], rank is 837 and total rank is 1314"
739,G:HGNC:545,G:HGNC:11212,"Meta path:['GTG'], rank is 328 and total rank is 473"
740,G:HGNC:26117,G:HGNC:25928,"Meta path:['GMG'], rank is 1023 and total rank is 1492"
741,G:HGNC:5144,G:HGNC:26809,"Meta path:['GTG'], rank is 88 and total rank is 366"
742,G:HGNC:7641,G:HGNC:21640,"Meta path:['GTG'], rank is 304 and total rank is 456"
743,G:HGNC:21716,G:HGNC:20311,"Meta path:['GTG'], rank is 238 and total rank is 411"
744,G:HGNC:4920,G:HGNC:6267,"Meta path:['GTG'], rank is 276 and total rank is 494"
745,G:HGNC:20664,G:HGNC:14002,"Meta path:['GMG'], rank is 19 and total rank is 252"
746,G:HGNC:21101,G:HGNC:25091,"Meta path:['GTG'], rank is 46 and total rank is 292"
747,G:HGNC:1914,G:HGNC:1630,"Meta path:['GTG'], rank is 168 and total rank is 410"
748,G:HGNC:16917,G:HGNC:21870,"Meta path:['GMG'], rank is 72 and total rank is 403"
749,G:HGNC:9502,G:HGNC:19880,"Meta path:['GTG'], rank is 374 and total rank is 489"
750,G:HGNC:705,G:HGNC:4715,"Meta path:['GTG'], rank is 195 and total rank is 449"
751,G:HGNC:1673,G:HGNC:28214,"Meta path:['GTG'], rank is 200 and total rank is 391"
752,G:HGNC:7745,G:HGNC:20293,"Meta path:['GMDMG'], rank is 1942 and total rank is 2602"
753,G:HGNC:304,G:HGNC:17290,"Meta path:['GMDMG'], rank is 2669 and total rank is 3369"
754,G:HGNC:9910,G:HGNC:10997,"Meta path:['GTG'], rank is 395 and total rank is 507"
755,G:HGNC:29462,G:HGNC:30521,"Meta path:['GTG'], rank is 147 and total rank is 334"
756,G:HGNC:30705,G:HGNC:15519,"Meta path:['GTG'], rank is 175 and total rank is 398"
757,G:HGNC:15624,G:HGNC:6612,"Meta path:['GTG'], rank is 378 and total rank is 518"
758,G:HGNC:11195,G:HGNC:11929,"Meta path:['GTG'], rank is 540 and total rank is 705"
759,G:HGNC:11404,G:HGNC:17205,"Meta path:['GTG'], rank is 217 and total rank is 498"
760,G:HGNC:16278,G:HGNC:20260,"Meta path:['GTG'], rank is 67 and total rank is 323"
761,G:HGNC:11835,G:HGNC:11993,"Meta path:['GTG'], rank is 70 and total rank is 295"
762,G:HGNC:26763,G:HGNC:864,"Meta path:['GTG'], rank is 99 and total rank is 373"
763,G:HGNC:12557,G:HGNC:9459,"Meta path:['GMG'], rank is 191 and total rank is 492"
764,G:HGNC:17304,G:HGNC:19274,"Meta path:['GTG'], rank is 158 and total rank is 396"
765,G:HGNC:7778,G:HGNC:26056,"Meta path:['GTG'], rank is 275 and total rank is 545"
766,G:HGNC:31575,G:HGNC:25394,"Meta path:['GTG'], rank is 138 and total rank is 322"
767,G:HGNC:30511,G:HGNC:33778,"Meta path:['GTG'], rank is 56 and total rank is 248"
768,G:HGNC:17648,G:HGNC:48649,"Meta path:['GTG'], rank is 49 and total rank is 206"
769,G:HGNC:28420,G:HGNC:34390,"Meta path:['GMDMG'], rank is 1097 and total rank is 2503"
770,G:HGNC:14809,G:HGNC:7695,"Meta path:['GTG'], rank is 82 and total rank is 259"
771,G:HGNC:17907,G:HGNC:29527,"Meta path:['GMDMG'], rank is 1891 and total rank is 3416"
772,G:HGNC:21329,G:HGNC:16909,"Meta path:['GTG'], rank is 376 and total rank is 493"
773,G:HGNC:25896,G:HGNC:19721,"Meta path:['GTG'], rank is 160 and total rank is 433"
774,G:HGNC:13954,G:HGNC:17866,"Meta path:['GMDMG'], rank is 3349 and total rank is 3889"
775,G:HGNC:23434,G:HGNC:29002,"Meta path:['GTG'], rank is 234 and total rank is 421"
776,G:HGNC:18352,G:HGNC:32249,"Meta path:['GMG'], rank is 762 and total rank is 930"
777,G:HGNC:13054,G:HGNC:26036,"Meta path:['GTG'], rank is 96 and total rank is 360"
778,G:HGNC:9813,G:HGNC:37164,"Meta path:['GMG'], rank is 645 and total rank is 892"
779,G:HGNC:20356,G:HGNC:10783,"Meta path:['GTG'], rank is 182 and total rank is 493"
780,G:HGNC:30163,G:HGNC:20878,"Meta path:['GMDpDMG'], rank is 81 and total rank is 4294"
781,G:HGNC:6823,G:HGNC:11134,"Meta path:['GMDMG'], rank is 1827 and total rank is 3331"
782,G:HGNC:1590,G:HGNC:16747,"Meta path:['GTG'], rank is 203 and total rank is 516"
783,G:HGNC:10306,G:HGNC:17509,"Meta path:['GTG'], rank is 193 and total rank is 423"
784,G:HGNC:28870,G:HGNC:12508,"Meta path:['GTG'], rank is 246 and total rank is 483"
785,G:HGNC:17735,G:HGNC:28456,"Meta path:['GTG'], rank is 76 and total rank is 314"
786,G:HGNC:27258,G:HGNC:16685,"Meta path:['GMDMG'], rank is 346 and total rank is 2036"
787,G:HGNC:4566,G:HGNC:32773,"Meta path:['GTG'], rank is 512 and total rank is 574"
788,G:HGNC:1910,G:HGNC:4425,"Meta path:['GTG'], rank is 194 and total rank is 441"
789,G:HGNC:654,G:HGNC:32046,"Meta path:['GTG'], rank is 148 and total rank is 372"
790,G:HGNC:20704,G:HGNC:28636,"Meta path:['GTG'], rank is 68 and total rank is 391"
791,G:HGNC:17886,G:HGNC:20152,"Meta path:['GTG'], rank is 87 and total rank is 338"
